title,price,city,district,surface_m2,rooms,bathrooms,floor,construction_year,listing_url,price_per_m2,property_age,floor_group,price_segment,surface_segment,city_district,has_price,has_surface,has_rooms,has_bathrooms,has_floor,has_construction_year,is_ground_floor,is_basement
Appartement à vendre Abdelatif Ben Kaddour,3500000.0,Casablanca,Anfa,,3.0,2.0,4.0,,https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_Abdelatif_Ben_Kaddour_57554171.htm,,,Mid floor,Premium,Unknown,Casablanca | Anfa,1,0,1,1,1,0,0,0
Appartement à vendre,550000.0,Tanger,Autre Secteur,60.0,2.0,1.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_57762062.htm,9166.67,,Mid floor,Mid-range,Medium,Tanger | Autre Secteur,1,1,1,1,1,0,0,0
Appartement à vendre 74 m² à Casablanca,1100000.0,Casablanca,Belvédère,74.0,2.0,2.0,2.0,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_57841788.htm,14864.86,,Low floor,Upper mid-range,Medium,Casablanca | Belvédère,1,1,1,1,1,0,0,0
Appartement à vendre à Imouzzer kender – Résidence Riyad Al Atlas (117m² avec garage),740000.0,Imouzzer-Kendar,Toute la ville,117.0,3.0,2.0,1.0,,https://www.avito.ma/fr/imouzzer_kendar/appartements/Appartement_%C3%A0_vendre_%C3%A0_Imouzzer_kender___R%C3%A9sidence_Riyad_Al_Atlas__117m%C2%B2_avec_garage__57709791.htm,6324.79,,Low floor,Mid-range,Large,Imouzzer-Kendar | Toute la ville,1,1,1,1,1,0,0,0
APPARTEMENT DE STANDING QUARTIER CHARAF,1110000.0,Marrakech,Route De Casablanca,74.0,2.0,1.0,2.0,,https://www.avito.ma/fr/route_de_casablanca/appartements/APPARTEMENT_DE_STANDING_QUARTIER_CHARAF_57817352.htm,15000.0,,Low floor,Upper mid-range,Medium,Marrakech | Route De Casablanca,1,1,1,1,1,0,0,0
Urgent à vendre grand appartement deux façade,1990000.0,Casablanca,Belvédère,250.0,5.0,3.0,1.0,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Urgent_%C3%A0_vendre_grand_appartement_deux_fa%C3%A7ade_57622437.htm,7960.0,,Low floor,Upper mid-range,Very large,Casablanca | Belvédère,1,1,1,1,1,0,0,0
Duplex luxueux à vendre 318 m² à Racine,4000000.0,Casablanca,Racine,318.0,4.0,3.0,2.0,,https://www.avito.ma/fr/racine/appartements/Duplex_luxueux_%C3%A0_vendre_318_m%C2%B2_%C3%A0_Racine_57639979.htm,12578.62,,Low floor,Premium,Very large,Casablanca | Racine,1,1,1,1,1,0,0,0
Superbe Appartement à vendre 75 m² à Marrakech,1050000.0,Marrakech,Hay Izdihar,75.0,2.0,2.0,5.0,,https://www.avito.ma/fr/hay_izdihar/appartements/Superbe_Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Marrakech_57790073.htm,14000.0,,Mid floor,Upper mid-range,Medium,Marrakech | Hay Izdihar,1,1,1,1,1,0,0,0
Appart à vendre avec garage à Bouznika,760000.0,Bouznika,Autre Secteur,146.0,4.0,1.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appart_%C3%A0_vendre_avec_garage_%C3%A0_Bouznika_52394624.htm,5205.48,,Low floor,Mid-range,Large,Bouznika | Autre Secteur,1,1,1,1,1,0,0,0
Appartement à vendre 46 m² à Marrakech,874000.0,Marrakech,Guéliz,46.0,1.0,1.0,3.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_46_m%C2%B2_%C3%A0_Marrakech_57403547.htm,19000.0,,Mid floor,Mid-range,Small,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement 100 m² Les Collines Sidi Maarouf,1180000.0,Casablanca,Sidi Maarouf,100.0,3.0,2.0,3.0,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_100_m%C2%B2_Les_Collines_Sidi_Maarouf_57755840.htm,11800.0,,Mid floor,Upper mid-range,Large,Casablanca | Sidi Maarouf,1,1,1,1,1,0,0,0
Appartement à vendre,790000.0,Kénitra,Ouled Oujih,110.0,3.0,2.0,1.0,,https://www.avito.ma/fr/ouled_oujih/appartements/Appartement_%C3%A0_vendre_57582343.htm,7181.82,,Low floor,Mid-range,Large,Kénitra | Ouled Oujih,1,1,1,1,1,0,0,0
Somptueux appartement à vendre,2850000.0,Dar Bouazza,Toute la ville,200.0,3.0,2.0,1.0,,https://www.avito.ma/fr/dar_bouazza/appartements/Somptueux_appartement_%C3%A0_vendre_57767132.htm,14250.0,,Low floor,Premium,Very large,Dar Bouazza | Toute la ville,1,1,1,1,1,0,0,0
Lux petit appartement Tamaris,990000.0,Dar Bouazza,Toute la ville,65.0,1.0,1.0,1.0,,https://www.avito.ma/fr/dar_bouazza/appartements/Lux_petit_appartement_Tamaris_57535585.htm,15230.77,,Low floor,Mid-range,Medium,Dar Bouazza | Toute la ville,1,1,1,1,1,0,0,0
Très bel appartement résidence fermée,1650000.0,Témara,Wifak,116.0,3.0,2.0,4.0,,https://www.avito.ma/fr/wifak/appartements/Tr%C3%A8s_bel_appartement_r%C3%A9sidence_ferm%C3%A9e_56676943.htm,14224.14,,Mid floor,Upper mid-range,Large,Témara | Wifak,1,1,1,1,1,0,0,0
Appartement à vendre 153 m² à Tétouan,1989000.0,Tétouan,Safir,153.0,2.0,2.0,3.0,,https://www.avito.ma/fr/safir/appartements/Appartement_%C3%A0_vendre_153_m%C2%B2_%C3%A0_T%C3%A9touan_56915569.htm,13000.0,,Mid floor,Upper mid-range,Very large,Tétouan | Safir,1,1,1,1,1,0,0,0
Appartement à saisir à Sidi Bouzid El Jadida,750000.0,El Jadida,Autre Secteur,81.0,2.0,1.0,0.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_saisir_%C3%A0_Sidi_Bouzid_El_Jadida_57682924.htm,9259.26,,Ground floor,Mid-range,Medium,El Jadida | Autre Secteur,1,1,1,1,1,0,1,0
Lux appartement ou cabinet à Bourgogne,1380000.0,Casablanca,Bourgogne,125.0,3.0,2.0,1.0,,https://www.avito.ma/fr/bourgogne/appartements/Lux_appartement_ou_cabinet_%C3%A0_Bourgogne_53572705.htm,11040.0,,Low floor,Upper mid-range,Large,Casablanca | Bourgogne,1,1,1,1,1,0,0,0
Superbe studio de 52m² à saisir vite,988000.0,Marrakech,Guéliz,52.0,1.0,1.0,3.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Superbe_studio_de_52m%C2%B2_%C3%A0_saisir_vite_57765547.htm,19000.0,,Mid floor,Mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement luxueux 2 façades Bourgogne,1540000.0,Casablanca,Bourgogne,112.0,3.0,2.0,3.0,,https://www.avito.ma/fr/bourgogne/appartements/Appartement_luxueux_2_fa%C3%A7ades_Bourgogne_56768496.htm,13750.0,,Mid floor,Upper mid-range,Large,Casablanca | Bourgogne,1,1,1,1,1,0,0,0
Appartement lumineux 151 m² sans vis-à-vis,2000000.0,Mohammedia,Quartier Du Parc,151.0,3.0,1.0,5.0,,https://www.avito.ma/fr/quartier_du_parc/appartements/Appartement_lumineux_151_m%C2%B2_sans_vis_%C3%A0_vis_57731692.htm,13245.03,,Mid floor,Premium,Very large,Mohammedia | Quartier Du Parc,1,1,1,1,1,0,0,0
Appartement à vendre Californie,2600000.0,Casablanca,Californie,127.0,3.0,1.0,1.0,,https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_vendre_Californie_57816399.htm,20472.44,,Low floor,Premium,Large,Casablanca | Californie,1,1,1,1,1,0,0,0
Appartement à vendre,2000000.0,Rabat,Quartier De L'Océan,151.0,2.0,2.0,0.0,,https://www.avito.ma/fr/quartier_de_l_oc%C3%A9an/appartements/Appartement_%C3%A0_vendre_57841682.htm,13245.03,,Ground floor,Premium,Very large,Rabat | Quartier De L'Océan,1,1,1,1,1,0,1,0
Appartement à Bousejour liquidation,980000.0,Casablanca,Beauséjour,106.0,2.0,2.0,0.0,,https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_Bousejour_liquidation_57416093.htm,9245.28,,Ground floor,Mid-range,Large,Casablanca | Beauséjour,1,1,1,1,1,0,1,0
STUDIO NEUF AVEC TERRASSE À VENDRE AUX PRINCESSES,1269000.0,Casablanca,Les Princesses,57.0,1.0,1.0,5.0,,https://www.avito.ma/fr/les_princesses/appartements/STUDIO_NEUF_AVEC_TERRASSE_%C3%80_VENDRE_AUX_PRINCESSES_56966590.htm,22263.16,,Mid floor,Upper mid-range,Medium,Casablanca | Les Princesses,1,1,1,1,1,0,0,0
Appartement à vendre 96 m² à Meknès,440000.0,Meknès,La Hacienda,96.0,3.0,1.0,4.0,,https://www.avito.ma/fr/la_hacienda/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Mekn%C3%A8s_56384426.htm,4583.33,,Mid floor,Budget,Medium,Meknès | La Hacienda,1,1,1,1,1,0,0,0
Appartement 89 m² à vendre – Lumineux et spacieux,760000.0,Marrakech,Azli,89.0,2.0,2.0,3.0,,https://www.avito.ma/fr/azli/appartements/Appartement_89_m%C2%B2_%C3%A0_vendre___Lumineux_et_spacieux_57582194.htm,8539.33,,Mid floor,Mid-range,Medium,Marrakech | Azli,1,1,1,1,1,0,0,0
Appartement 67 m² à BOUSKOURA prix imbattable,690000.0,Casablanca,Autre Secteur,67.0,2.0,1.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_67_m%C2%B2_%C3%A0_BOUSKOURA_prix_imbattable_57595128.htm,10298.51,,Low floor,Mid-range,Medium,Casablanca | Autre Secteur,1,1,1,1,1,0,0,0
Spacieux appartement au rond-point Émile Zola,1680000.0,Casablanca,Belvédère,155.0,4.0,2.0,4.0,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Spacieux_appartement_au_rond_point_%C3%89mile_Zola_56877110.htm,10838.71,,Mid floor,Upper mid-range,Very large,Casablanca | Belvédère,1,1,1,1,1,0,0,0
Appartement à vendre Ahlane Tanger,1550000.0,Tanger,Ahlane,128.0,3.0,3.0,0.0,,https://www.avito.ma/fr/ahlane/appartements/Appartement_%C3%A0_vendre_Ahlane_Tanger_55768717.htm,12109.38,,Ground floor,Upper mid-range,Large,Tanger | Ahlane,1,1,1,1,1,0,1,0
Appartement à vendre à Kénitra El-haouzia,430000.0,Kénitra,El Haouzia,78.0,2.0,1.0,1.0,,https://www.avito.ma/fr/el_haouzia/appartements/Appartement_%C3%A0_vendre_%C3%A0_K%C3%A9nitra_El_haouzia_57841641.htm,5512.82,,Low floor,Budget,Medium,Kénitra | El Haouzia,1,1,1,1,1,0,0,0
Appartements de haut standing,730000.0,Tétouan,Autre Secteur,,3.0,1.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartements_de_haut_standing_57841630.htm,,,Low floor,Mid-range,Unknown,Tétouan | Autre Secteur,1,0,1,1,1,0,0,0
Appartement traversant 4e étage à vendre,1450000.0,Casablanca,2 Mars,139.0,3.0,2.0,4.0,,https://www.avito.ma/fr/2_mars/appartements/Appartement_traversant_4e_%C3%A9tage_%C3%A0_vendre_57841619.htm,10431.65,,Mid floor,Upper mid-range,Large,Casablanca | 2 Mars,1,1,1,1,1,0,0,0
Appartement refait à neuf,300000.0,Casablanca,Lissasfa,56.0,2.0,1.0,4.0,,https://www.avito.ma/fr/lissasfa/appartements/Appartement_refait_%C3%A0_neuf_56760059.htm,5357.14,,Mid floor,Budget,Medium,Casablanca | Lissasfa,1,1,1,1,1,0,0,0
Studio RACINE avec grande terrasse à vendre,1300000.0,Casablanca,Racine,74.0,1.0,1.0,3.0,,https://www.avito.ma/fr/racine/appartements/Studio_RACINE_avec_grande_terrasse_%C3%A0_vendre_57685728.htm,17567.57,,Mid floor,Upper mid-range,Medium,Casablanca | Racine,1,1,1,1,1,0,0,0
Appartement à vendre 87 m² à Casablanca,793000.0,Casablanca,Hay Hassani,87.0,3.0,1.0,2.0,,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Casablanca_57841543.htm,9114.94,,Low floor,Mid-range,Medium,Casablanca | Hay Hassani,1,1,1,1,1,0,0,0
Appartement à Vendre Neuf 95m²,950000.0,Casablanca,Roches Noires,100.0,2.0,2.0,1.0,,https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_Vendre_Neuf_95m%C2%B2_57701097.htm,9500.0,,Low floor,Mid-range,Large,Casablanca | Roches Noires,1,1,1,1,1,0,0,0
Appartement neuf résidence privé à Agadir,830000.0,Agadir,Hay Mohammadi,83.0,2.0,2.0,1.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_neuf_r%C3%A9sidence_priv%C3%A9_%C3%A0_Agadir_55882036.htm,10000.0,,Low floor,Mid-range,Medium,Agadir | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement à vendre 77 m² à Casablanca,835000.0,Casablanca,Aïn Sebaâ,77.0,2.0,2.0,2.0,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Casablanca_57649878.htm,10844.16,,Low floor,Mid-range,Medium,Casablanca | Aïn Sebaâ,1,1,1,1,1,0,0,0
Vente Appartement 3 pièces de 125 m2 à Sidi Rahal,1650000.0,Sidi Rahal,Toute la ville,125.0,2.0,2.0,0.0,,https://www.avito.ma/fr/sidi_rahal/appartements/Vente_Appartement_3_pi%C3%A8ces_de_125_m2_%C3%A0_Sidi_Rahal_57494713.htm,13200.0,,Ground floor,Upper mid-range,Large,Sidi Rahal | Toute la ville,1,1,1,1,1,0,1,0
Appartement 120 m² à Kénitra lotissement hallala,850000.0,Kénitra,Autre Secteur,120.0,3.0,2.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_120_m%C2%B2_%C3%A0_K%C3%A9nitra_lotissement_hallala_57398634.htm,7083.33,,Low floor,Mid-range,Large,Kénitra | Autre Secteur,1,1,1,1,1,0,0,0
Casablanca Ain Sebaa,340000.0,Mediouna,Toute la ville,53.0,2.0,1.0,4.0,,https://www.avito.ma/fr/mediouna/appartements/Casablanca_Ain_Sebaa_57812127.htm,6415.09,,Mid floor,Budget,Medium,Mediouna | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre sur l'Agdal,3400000.0,Rabat,Agdal,150.0,3.0,2.0,1.0,,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_sur_l_Agdal_57694433.htm,22666.67,,Low floor,Premium,Very large,Rabat | Agdal,1,1,1,1,1,0,0,0
Appartement à vendre 202 m² à Rabat,4750000.0,Rabat,Hay Riad,202.0,3.0,1.0,0.0,,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_202_m%C2%B2_%C3%A0_Rabat_57756677.htm,23514.85,,Ground floor,Premium,Very large,Rabat | Hay Riad,1,1,1,1,1,0,1,0
Appartement à vendre 45 m² à Casablanca,790000.0,Casablanca,Belvédère,50.0,1.0,1.0,6.0,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_45_m%C2%B2_%C3%A0_Casablanca_57503838.htm,15800.0,,High floor,Mid-range,Medium,Casablanca | Belvédère,1,1,1,1,1,0,0,0
Appartement à vendre avec conditions de soutien,470000.0,Had Soualem,Toute la ville,63.0,2.0,2.0,3.0,,https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_avec_conditions_de_soutien_39213998.htm,7460.32,,Mid floor,Budget,Medium,Had Soualem | Toute la ville,1,1,1,1,1,0,0,0
3 chambres meublées,2590000.0,Casablanca,Les Princesses,123.0,3.0,2.0,5.0,,https://www.avito.ma/fr/les_princesses/appartements/3_chambres_meubl%C3%A9es_57841480.htm,21056.91,,Mid floor,Premium,Large,Casablanca | Les Princesses,1,1,1,1,1,0,0,0
Appartement Farah Salam,350000.0,Casablanca,Oulfa,50.0,2.0,1.0,0.0,,https://www.avito.ma/fr/oulfa/appartements/Appartement_Farah_Salam_57716112.htm,7000.0,,Ground floor,Budget,Medium,Casablanca | Oulfa,1,1,1,1,1,0,1,0
BEL APPARTEMENT A L'HIVERNAGE A VENDRE,1880000.0,Marrakech,Autre Secteur,100.0,2.0,1.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/BEL_APPARTEMENT_A_L_HIVERNAGE_A_VENDRE_57841474.htm,18800.0,,Mid floor,Upper mid-range,Large,Marrakech | Autre Secteur,1,1,1,1,1,0,0,0
Appartement à vendre en indivision,270000.0,Berrechid,Toute la ville,72.0,2.0,1.0,1.0,,https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_en_indivision_57256167.htm,3750.0,,Low floor,Budget,Medium,Berrechid | Toute la ville,1,1,1,1,1,0,0,0
Appartement de 175 m² à vendre à Casablanca,3150000.0,Casablanca,Anfa,175.0,4.0,2.0,1.0,,https://www.avito.ma/fr/anfa/appartements/Appartement_de_175_m%C2%B2_%C3%A0_vendre_%C3%A0_Casablanca_57097559.htm,18000.0,,Low floor,Premium,Very large,Casablanca | Anfa,1,1,1,1,1,0,0,0
Superbe Studio de 37 m² proche du Carré Eden,1000000.0,Marrakech,Guéliz,37.0,1.0,1.0,5.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Superbe_Studio_de_37_m%C2%B2_proche_du_Carr%C3%A9_Eden_57634732.htm,27027.03,,Mid floor,Upper mid-range,Small,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement RDC Jardin 99m² - Les Perles de Californie,1500000.0,Casablanca,Californie,99.0,2.0,2.0,0.0,,https://www.avito.ma/fr/californie/appartements/Appartement_RDC_Jardin_99m%C2%B2___Les_Perles_de_Californie_57789200.htm,15151.52,,Ground floor,Upper mid-range,Medium,Casablanca | Californie,1,1,1,1,1,0,1,0
appartement ascenseur balcon vue sur la rue,450000.0,Tanger,Marjane,57.0,2.0,1.0,2.0,,https://www.avito.ma/fr/marjane/appartements/appartement_ascenseur_balcon_vue_sur_la_rue_57841463.htm,7894.74,,Low floor,Budget,Medium,Tanger | Marjane,1,1,1,1,1,0,0,0
Appartement molkiya dans la wilaya de Tétouan,1550000.0,Tétouan,Wilaya,204.0,3.0,2.0,4.0,,https://www.avito.ma/fr/wilaya/appartements/Appartement_molkiya_dans_la_wilaya_de_T%C3%A9touan_57796085.htm,7598.04,,Mid floor,Upper mid-range,Very large,Tétouan | Wilaya,1,1,1,1,1,0,0,0
Appartement avec Daam Sakane à Sidi Maarouf,650000.0,Casablanca,Sidi Maarouf,59.0,2.0,1.0,1.0,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_avec_Daam_Sakane_%C3%A0_Sidi_Maarouf_57702791.htm,11016.95,,Low floor,Mid-range,Medium,Casablanca | Sidi Maarouf,1,1,1,1,1,0,0,0
Saroute Studio rénové 45m2 Mers Sultan à vendre,180000.0,Casablanca,Anfa,45.0,1.0,1.0,2.0,,https://www.avito.ma/fr/anfa/appartements/Saroute_Studio_r%C3%A9nov%C3%A9_45m2_Mers_Sultan_%C3%A0_vendre_57806664.htm,4000.0,,Low floor,Budget,Small,Casablanca | Anfa,1,1,1,1,1,0,0,0
Luxueux Appartement Meublé à vendre à Casablanca,1470000.0,Casablanca,Nassim,153.0,3.0,2.0,4.0,,https://www.avito.ma/fr/nassim/appartements/Luxueux_Appartement_Meubl%C3%A9_%C3%A0_vendre_%C3%A0_Casablanca_57125030.htm,9607.84,,Mid floor,Upper mid-range,Very large,Casablanca | Nassim,1,1,1,1,1,0,0,0
Appartement neuf parking ascenseur,440000.0,Casablanca,Sidi Othmane,78.0,2.0,1.0,2.0,,https://www.avito.ma/fr/sidi_othmane/appartements/Appartement_neuf_parking_ascenseur_55520112.htm,5641.03,,Low floor,Budget,Medium,Casablanca | Sidi Othmane,1,1,1,1,1,0,0,0
Appartement à vendre 88 m² à Marrakech,680000.0,Marrakech,Azzouzia,88.0,2.0,1.0,1.0,,https://www.avito.ma/fr/azzouzia/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Marrakech_57719266.htm,7727.27,,Low floor,Mid-range,Medium,Marrakech | Azzouzia,1,1,1,1,1,0,0,0
Appartement élégant à vendre,200000.0,Casablanca,Sidi Bernoussi,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A9l%C3%A9gant_%C3%A0_vendre_57841428.htm,1666.67,,Low floor,Budget,Large,Casablanca | Sidi Bernoussi,1,1,1,1,1,0,0,0
Appartement Traversant 130m² à Ain Chock Inara,1260000.0,Casablanca,Al Qods,130.0,3.0,2.0,3.0,,https://www.avito.ma/fr/al_qods/appartements/Appartement_Traversant_130m%C2%B2_%C3%A0_Ain_Chock_Inara_57835323.htm,9692.31,,Mid floor,Upper mid-range,Large,Casablanca | Al Qods,1,1,1,1,1,0,0,0
Almostakbal Casanearchour,540000.0,Casablanca,Sidi Maarouf,52.0,2.0,1.0,1.0,,https://www.avito.ma/fr/sidi_maarouf/appartements/Almostakbal_Casanearchour_57836419.htm,10384.62,,Low floor,Mid-range,Medium,Casablanca | Sidi Maarouf,1,1,1,1,1,0,0,0
Appartement à vendre 49 m² à Abouab sala,340000.0,Salé,Abouab Sala,49.0,2.0,1.0,0.0,,https://www.avito.ma/fr/abouab_sala/appartements/Appartement_%C3%A0_vendre_49_m%C2%B2_%C3%A0_Abouab_sala_57841410.htm,6938.78,,Ground floor,Budget,Small,Salé | Abouab Sala,1,1,1,1,1,0,1,0
Résidence Riyad Sahel,490000.0,Had Soualem,Toute la ville,69.0,2.0,2.0,2.0,,https://www.avito.ma/fr/had_soualem/appartements/R%C3%A9sidence_Riyad_Sahel_52185333.htm,7101.45,,Low floor,Budget,Medium,Had Soualem | Toute la ville,1,1,1,1,1,0,0,0
"Triplex de luxe à vendre, centre ville",3400000.0,Tanger,Centre Ville,238.0,3.0,2.0,7.0,,https://www.avito.ma/fr/centre_ville/appartements/Triplex_de_luxe_%C3%A0_vendre__centre_ville_56958482.htm,14285.71,,High floor,Premium,Very large,Tanger | Centre Ville,1,1,1,1,1,0,0,0
🏡 Appartement à vendre,1700000.0,Marrakech,Majorelle,,3.0,2.0,2.0,,https://www.avito.ma/fr/majorelle/appartements/___Appartement_%C3%A0_vendre_57652250.htm,,,Low floor,Upper mid-range,Unknown,Marrakech | Majorelle,1,0,1,1,1,0,0,0
Appartement 69 m au 4ème,490000.0,Had Soualem,Toute la ville,69.0,2.0,2.0,2.0,,https://www.avito.ma/fr/had_soualem/appartements/Appartement_69_m_au_4%C3%A8me_38821238.htm,7101.45,,Low floor,Budget,Medium,Had Soualem | Toute la ville,1,1,1,1,1,0,0,0
Appartement 80 m² deux faces lotissement alliance,590000.0,Kénitra,Alliance,80.0,2.0,2.0,1.0,,https://www.avito.ma/fr/alliance/appartements/Appartement_80_m%C2%B2_deux_faces_lotissement_alliance_57373804.htm,7375.0,,Low floor,Mid-range,Medium,Kénitra | Alliance,1,1,1,1,1,0,0,0
Magnifique Studio à vendre 55 m² à Guéliz,1485000.0,Marrakech,Guéliz,55.0,1.0,1.0,5.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Magnifique_Studio_%C3%A0_vendre_55_m%C2%B2_%C3%A0_Gu%C3%A9liz_57638000.htm,27000.0,,Mid floor,Upper mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Studio 38m Neuf Quartier Des Hôpitaux Proche Tram,770000.0,Casablanca,Quartier Des Hôpitaux,38.0,1.0,1.0,2.0,,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Studio_38m_Neuf_Quartier_Des_H%C3%B4pitaux_Proche_Tram_57709684.htm,20263.16,,Low floor,Mid-range,Small,Casablanca | Quartier Des Hôpitaux,1,1,1,1,1,0,0,0
Appartement ensoleillé à vendre,200000.0,Casablanca,Hay Mohammadi,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_ensoleill%C3%A9_%C3%A0_vendre_57841294.htm,1666.67,,Low floor,Budget,Large,Casablanca | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement familial à vendre,200000.0,Casablanca,Aïn Sebaâ,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_familial_%C3%A0_vendre_57841280.htm,1666.67,,Low floor,Budget,Large,Casablanca | Aïn Sebaâ,1,1,1,1,1,0,0,0
Appartement de luxe à vendre,200000.0,Casablanca,Centre Ville,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_de_luxe_%C3%A0_vendre_57841288.htm,1666.67,,Low floor,Budget,Large,Casablanca | Centre Ville,1,1,1,1,1,0,0,0
Appartement à vendre 82 m² à Bouznika,640000.0,Bouznika,Autre Secteur,82.0,2.0,2.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Bouznika_57112740.htm,7804.88,,Low floor,Mid-range,Medium,Bouznika | Autre Secteur,1,1,1,1,1,0,0,0
Nouvel appartement à vendre,200000.0,Rabat,Agdal,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/agdal/appartements/Nouvel_appartement_%C3%A0_vendre_57841275.htm,1666.67,,Low floor,Budget,Large,Rabat | Agdal,1,1,1,1,1,0,0,0
Appartement de haute qualité à vendre,200000.0,Deroua,Toute la ville,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/deroua/appartements/Appartement_de_haute_qualit%C3%A9_%C3%A0_vendre_57841266.htm,1666.67,,Low floor,Budget,Large,Deroua | Toute la ville,1,1,1,1,1,0,0,0
Appartement sans pareil à vendre,200000.0,Ain Attig,Toute la ville,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/ain_attig/appartements/Appartement_sans_pareil_%C3%A0_vendre_57841272.htm,1666.67,,Low floor,Budget,Large,Ain Attig | Toute la ville,1,1,1,1,1,0,0,0
Investissement sécurisé - Rentabilité Assurée,915000.0,Casablanca,Bachkou,,1.0,2.0,2.0,,https://www.avito.ma/fr/bachkou/appartements/Investissement_s%C3%A9curis%C3%A9___Rentabilit%C3%A9_Assur%C3%A9e_57624294.htm,,,Low floor,Mid-range,Unknown,Casablanca | Bachkou,1,0,1,1,1,0,0,0
"Appartement à vendre 58 m², Oulfa Hay Hassani",286000.0,Casablanca,Oulfa,59.0,2.0,1.0,2.0,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2__Oulfa_Hay_Hassani_57775101.htm,4847.46,,Low floor,Budget,Medium,Casablanca | Oulfa,1,1,1,1,1,0,0,0
Appartement unique à vendre,200000.0,Bouskoura,Bouskoura Centre,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_unique_%C3%A0_vendre_57841248.htm,1666.67,,Low floor,Budget,Large,Bouskoura | Bouskoura Centre,1,1,1,1,1,0,0,0
Appartement attrayant à vendre,200000.0,Tanger,Centre Ville,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_attrayant_%C3%A0_vendre_57841256.htm,1666.67,,Low floor,Budget,Large,Tanger | Centre Ville,1,1,1,1,1,0,0,0
