title,price,city,district,surface_m2,rooms,bathrooms,floor,construction_year,listing_url,price_per_m2,property_age,floor_group,price_segment,surface_segment,city_district,has_price,has_surface,has_rooms,has_bathrooms,has_floor,has_construction_year,is_ground_floor,is_basement
"Appartement à vendre à Ain Khbaz, titré",650000.0,Tétouan,Centre Ville,65.0,2.0,2.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_%C3%A0_Ain_Khbaz__titr%C3%A9_57843075.htm,10000.0,,Low floor,Mid-range,Medium,Tétouan | Centre Ville,1,1,1,1,1,0,0,0
Appartement neuf avec ascenseur et parking,440000.0,Casablanca,Sidi Othmane,81.0,2.0,1.0,3.0,,https://www.avito.ma/fr/sidi_othmane/appartements/Appartement_neuf_avec_ascenseur_et_parking_55310114.htm,5432.1,,Mid floor,Budget,Medium,Casablanca | Sidi Othmane,1,1,1,1,1,0,0,0
Cozy Studio Duplex Meublé À Vendre À Victor Hugo,1200000.0,Marrakech,Victor Hugo,,1.0,2.0,1.0,,https://www.avito.ma/fr/victor_hugo/appartements/Cozy_Studio_Duplex_Meubl%C3%A9_%C3%80_Vendre_%C3%80_Victor_Hugo_57739902.htm,,,Low floor,Upper mid-range,Unknown,Marrakech | Victor Hugo,1,0,1,1,1,0,0,0
Appartement Spacieux Avec Finitions Premium,3200000.0,Marrakech,Victor Hugo,,2.0,2.0,1.0,,https://www.avito.ma/fr/victor_hugo/appartements/Appartement_Spacieux_Avec_Finitions_Premium_57345068.htm,,,Low floor,Premium,Unknown,Marrakech | Victor Hugo,1,0,1,1,1,0,0,0
Appartement à vendre Résidence noria 2 chambres,2300000.0,Marrakech,Autre Secteur,84.0,2.0,2.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_R%C3%A9sidence_noria_2_chambres_57372719.htm,27380.95,,Low floor,Premium,Medium,Marrakech | Autre Secteur,1,1,1,1,1,0,0,0
À vendre appartement quartier Kenidi,500000.0,Safi,Ville Nouvelle,81.0,3.0,2.0,1.0,,https://www.avito.ma/fr/ville_nouvelle/appartements/%C3%80_vendre_appartement_quartier_Kenidi_57559189.htm,6172.84,,Low floor,Mid-range,Medium,Safi | Ville Nouvelle,1,1,1,1,1,0,0,0
Studio Neuf 53m2 Balcon Clim Riviera,1060000.0,Casablanca,Riviera,53.0,1.0,1.0,1.0,,https://www.avito.ma/fr/riviera/appartements/Studio_Neuf_53m2_Balcon_Clim_Riviera_55740690.htm,20000.0,,Low floor,Upper mid-range,Medium,Casablanca | Riviera,1,1,1,1,1,0,0,0
Studio à vendre au cœur du Maarif - 61m2 vendable,1089000.0,Casablanca,Maârif,73.0,1.0,1.0,1.0,,https://www.avito.ma/fr/maarif/appartements/Studio_%C3%A0_vendre_au_c_ur_du_Maarif___61m2_vendable_57843044.htm,14917.81,,Low floor,Upper mid-range,Medium,Casablanca | Maârif,1,1,1,1,1,0,0,0
Appartement à vendre 117 m² à Marrakech,1800000.0,Marrakech,Guéliz,117.0,3.0,3.0,3.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Marrakech_57756948.htm,15384.62,,Mid floor,Upper mid-range,Large,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement meublé à vendre à Mohammedia,840000.0,Mohammedia,Autre Secteur,,2.0,1.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_%C3%A0_Mohammedia_57593402.htm,,,Mid floor,Mid-range,Unknown,Mohammedia | Autre Secteur,1,0,1,1,1,0,0,0
Projet Prestigieux avec piscine Route de Casa,669000.0,Marrakech,Guéliz,,1.0,1.0,2.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Projet_Prestigieux_avec_piscine_Route_de_Casa_54457734.htm,,,Low floor,Mid-range,Unknown,Marrakech | Guéliz,1,0,1,1,1,0,0,0
Appartement à vendre 80 m² à Oujda,650000.0,Oujda,Autre Secteur,80.0,2.0,1.0,0.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Oujda_57843039.htm,8125.0,,Ground floor,Mid-range,Medium,Oujda | Autre Secteur,1,1,1,1,1,0,1,0
Appartement titré Trialas Atlas,1600000.0,Tanger,Branes 1,113.0,3.0,2.0,4.0,,https://www.avito.ma/fr/branes_1/appartements/Appartement_titr%C3%A9_Trialas_Atlas_57843036.htm,14159.29,,Mid floor,Upper mid-range,Large,Tanger | Branes 1,1,1,1,1,1,0,0,0
Appartement à Mhamid 7,600000.0,Marrakech,M'Hamid,60.0,2.0,1.0,2.0,,https://www.avito.ma/fr/m_hamid/appartements/Appartement_%C3%A0_Mhamid_7_57843030.htm,10000.0,,Low floor,Mid-range,Medium,Marrakech | M'Hamid,1,1,1,1,1,0,0,0
appartement meublé à vendre,1100000.0,Kénitra,Mimosas,110.0,3.0,2.0,1.0,,https://www.avito.ma/fr/mimosas/appartements/appartement_meubl%C3%A9_%C3%A0_vendre_57763197.htm,10000.0,,Low floor,Upper mid-range,Large,Kénitra | Mimosas,1,1,1,1,1,0,0,0
Appartement à vendre 64 m² à Casablanca Oum Rabii,540000.0,Casablanca,Oulfa,64.0,2.0,1.0,0.0,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_Oum_Rabii_57842990.htm,8437.5,,Ground floor,Mid-range,Medium,Casablanca | Oulfa,1,1,1,1,1,0,1,0
Appartement de 100 m² au Centre de Rabat,1500000.0,Rabat,Hassan,100.0,2.0,1.0,3.0,,https://www.avito.ma/fr/hassan/appartements/Appartement_de_100_m%C2%B2_au_Centre_de_Rabat_57842989.htm,15000.0,,Mid floor,Upper mid-range,Large,Rabat | Hassan,1,1,1,1,1,0,0,0
Appartement à vendre à Temara,960000.0,Témara,Autre Secteur,128.0,3.0,1.0,0.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_Temara_45494983.htm,7500.0,,Ground floor,Mid-range,Large,Témara | Autre Secteur,1,1,1,1,1,0,1,0
LA PERLA BLANCA -E-8 25/56952,1150000.0,Benslimane,Autre Secteur,114.0,3.0,2.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/LA_PERLA_BLANCA__E_8_25_56952_57813601.htm,10087.72,,Low floor,Upper mid-range,Large,Benslimane | Autre Secteur,1,1,1,1,1,0,0,0
Appartement à vendre 60 m² à Marrakech,1320000.0,Marrakech,Guéliz,60.0,2.0,1.0,1.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Marrakech_57658682.htm,22000.0,,Low floor,Upper mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement ensoleillé rénové à vendre Agdal Sidi Moumen,450000.0,Casablanca,Sidi Moumen,59.0,2.0,1.0,2.0,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_ensoleill%C3%A9_r%C3%A9nov%C3%A9_%C3%A0_vendre_Agdal_Sidi_Moumen_57842959.htm,7627.12,,Low floor,Budget,Medium,Casablanca | Sidi Moumen,1,1,1,1,1,0,0,0
Appartement à vendre,570000.0,Mohammedia,Hay Al Falah,,2.0,1.0,0.0,,https://www.avito.ma/fr/hay_al_falah/appartements/Appartement_%C3%A0_vendre_57796998.htm,,,Ground floor,Mid-range,Unknown,Mohammedia | Hay Al Falah,1,0,1,1,1,0,1,0
Appartement à vendre à Sidi Rahal,320000.0,Sidi Rahal,Toute la ville,69.0,2.0,1.0,0.0,,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_%C3%A0_Sidi_Rahal_57842944.htm,4637.68,,Ground floor,Budget,Medium,Sidi Rahal | Toute la ville,1,1,1,1,1,0,1,0
"Résidence Prestige 2, Quartier Al-Azhar",860000.0,Casablanca,Sidi Bernoussi,101.0,3.0,2.0,3.0,,https://www.avito.ma/fr/sidi_bernoussi/appartements/R%C3%A9sidence_Prestige_2__Quartier_Al_Azhar_56176008.htm,8514.85,,Mid floor,Mid-range,Large,Casablanca | Sidi Bernoussi,1,1,1,1,1,0,0,0
🏠 L’EXCEPTION URBAINE Duplex 66 m² à Guéliz,1518000.0,Marrakech,Guéliz,65.0,1.0,1.0,0.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/___L_EXCEPTION_URBAINE_Duplex_66_m%C2%B2_%C3%A0_Gu%C3%A9liz_57674996.htm,23353.85,,Ground floor,Upper mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,1,0
Duplex moderne à vendre – 2 chambres Victor Hugo,1600000.0,Marrakech,Victor Hugo,,2.0,1.0,0.0,,https://www.avito.ma/fr/victor_hugo/appartements/Duplex_moderne_%C3%A0_vendre___2_chambres__Victor_Hugo_57447780.htm,,,Ground floor,Upper mid-range,Unknown,Marrakech | Victor Hugo,1,0,1,1,1,0,1,0
Luxueux studio en vente a Gueliz pour AIRBNB,1526500.0,Marrakech,Av Abdelkrim El Khattabi,61.0,1.0,1.0,1.0,,https://www.avito.ma/fr/av_abdelkrim_el_khattabi/appartements/Luxueux_studio_en_vente_a_Gueliz_pour_AIRBNB_57606267.htm,25024.59,,Low floor,Upper mid-range,Medium,Marrakech | Av Abdelkrim El Khattabi,1,1,1,1,1,0,0,0
Appartements à vendre,3000000.0,Agadir,Haut-Founty,187.0,3.0,3.0,3.0,,https://www.avito.ma/fr/haut_founty/appartements/Appartements_%C3%A0_vendre_57157671.htm,16042.78,,Mid floor,Premium,Very large,Agadir | Haut-Founty,1,1,1,1,1,0,0,0
Appart lux 188m2 de 3ch 3sb à Gueliz,3100000.0,Marrakech,Guéliz,188.0,2.0,3.0,5.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appart_lux_188m2_de_3ch_3sb_%C3%A0_Gueliz_56902202.htm,16489.36,,Mid floor,Premium,Very large,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement à vendre 69 m² à Casablanca,440000.0,Casablanca,Aïn Borja,69.0,3.0,1.0,1.0,,https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Casablanca_38635452.htm,6376.81,,Low floor,Budget,Medium,Casablanca | Aïn Borja,1,1,1,1,1,0,0,0
Appartement 67 m² à BOUSKOURA prix imbattable,690000.0,Casablanca,Autre Secteur,67.0,2.0,1.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_67_m%C2%B2_%C3%A0_BOUSKOURA_prix_imbattable_57595127.htm,10298.51,,Low floor,Mid-range,Medium,Casablanca | Autre Secteur,1,1,1,1,1,0,0,0
Appartement 80m2 à vendre à Mers Sultan,900000.0,Casablanca,Mers Sultan,80.0,1.0,1.0,1.0,,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_80m2_%C3%A0_vendre_%C3%A0_Mers_Sultan_57842926.htm,11250.0,,Low floor,Mid-range,Medium,Casablanca | Mers Sultan,1,1,1,1,1,0,0,0
Appart 76m2 près Mc Do et Marjane allal fassi,980000.0,Marrakech,Allal El Fassi,76.0,2.0,1.0,2.0,,https://www.avito.ma/fr/allal_el_fassi/appartements/Appart_76m2_pr%C3%A8s_Mc_Do_et_Marjane_allal_fassi_55820537.htm,12894.74,,Low floor,Mid-range,Medium,Marrakech | Allal El Fassi,1,1,1,1,1,0,0,0
Appart 78m2 avec terrasse en haut près Atacadao,750000.0,Marrakech,Route De Fès,78.0,2.0,1.0,1.0,,https://www.avito.ma/fr/route_de_f%C3%A8s/appartements/Appart_78m2_avec_terrasse_en_haut_pr%C3%A8s_Atacadao_57427077.htm,9615.38,,Low floor,Mid-range,Medium,Marrakech | Route De Fès,1,1,1,1,1,0,0,0
Appartements neufs à vendre,770500.0,Dcheira,Toute la ville,67.0,2.0,1.0,1.0,,https://www.avito.ma/fr/dcheira/appartements/Appartements_neufs_%C3%A0_vendre_57591389.htm,11500.0,,Low floor,Mid-range,Medium,Dcheira | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 60 m² centre ville souk mlilia,330000.0,Oujda,Centre Ville,60.0,2.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_centre_ville_souk_mlilia_56130464.htm,5500.0,,Low floor,Budget,Medium,Oujda | Centre Ville,1,1,1,1,1,0,0,0
"Appartement rénové proche gare, plage et zoo",600000.0,Casablanca,Aïn Sebaâ,67.0,2.0,1.0,4.0,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_r%C3%A9nov%C3%A9_proche_gare__plage_et_zoo_57778622.htm,8955.22,,Mid floor,Mid-range,Medium,Casablanca | Aïn Sebaâ,1,1,1,1,1,0,0,0
Appartement à vendre 91 m² à Oulad Mtaa,1900000.0,Témara,Riad Oulad Mtaa,91.0,2.0,1.0,4.0,,https://www.avito.ma/fr/riad_oulad_mtaa/appartements/Appartement_%C3%A0_vendre_91_m%C2%B2_%C3%A0_Oulad_Mtaa_57842919.htm,20879.12,,Mid floor,Upper mid-range,Medium,Témara | Riad Oulad Mtaa,1,1,1,1,1,0,0,0
2ème étage Karam 1 à côté de Carrefour,530000.0,Berrechid,Toute la ville,94.0,2.0,1.0,2.0,,https://www.avito.ma/fr/berrechid/appartements/2%C3%A8me_%C3%A9tage_Karam_1_%C3%A0_c%C3%B4t%C3%A9_de_Carrefour_57842918.htm,5638.3,,Low floor,Mid-range,Medium,Berrechid | Toute la ville,1,1,1,1,1,0,0,0
appartements à vendre,1600000.0,Agadir,Hay Mohammadi,128.0,3.0,2.0,9.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/appartements_%C3%A0_vendre_56940744.htm,12500.0,,High floor,Upper mid-range,Large,Agadir | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement à vendre Mogador Tesela,770000.0,Agadir,Tassila,65.0,2.0,2.0,2.0,,https://www.avito.ma/fr/tassila/appartements/Appartement_%C3%A0_vendre_Mogador_Tesela_57842917.htm,11846.15,,Low floor,Mid-range,Medium,Agadir | Tassila,1,1,1,1,1,0,0,0
Appart 101m² piscine près Semlalia Majorel Gueliz,2200000.0,Marrakech,Semlalia,101.0,2.0,2.0,3.0,,https://www.avito.ma/fr/semlalia/appartements/Appart_101m%C2%B2_piscine_pr%C3%A8s_Semlalia_Majorel_Gueliz_57780457.htm,21782.18,,Mid floor,Premium,Large,Marrakech | Semlalia,1,1,1,1,1,0,0,0
Appartements à vendre,1157000.0,Agadir,Tilila,89.0,2.0,1.0,2.0,,https://www.avito.ma/fr/tilila/appartements/Appartements_%C3%A0_vendre_57740727.htm,13000.0,,Low floor,Upper mid-range,Medium,Agadir | Tilila,1,1,1,1,1,0,0,0
Appartement 150 m2 Haut Standing Quartier Hôpitaux,1600000.0,Casablanca,Californie,150.0,3.0,2.0,5.0,,https://www.avito.ma/fr/californie/appartements/Appartement_150_m2_Haut_Standing_Quartier_H%C3%B4pitaux_56257640.htm,10666.67,,Mid floor,Upper mid-range,Very large,Casablanca | Californie,1,1,1,1,1,0,0,0
Des appartements à vendre,420000.0,Agadir,Autre Secteur,58.0,2.0,2.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Des_appartements_%C3%A0_vendre_53850953.htm,7241.38,,Low floor,Budget,Medium,Agadir | Autre Secteur,1,1,1,1,1,0,0,0
Appartements à vendre,1400000.0,Agadir,Haut-Founty,70.0,2.0,2.0,2.0,,https://www.avito.ma/fr/haut_founty/appartements/Appartements_%C3%A0_vendre_57803975.htm,20000.0,,Low floor,Upper mid-range,Medium,Agadir | Haut-Founty,1,1,1,1,1,0,0,0
Appartement à vendre riad Oulfa,430000.0,Casablanca,Oulfa,,2.0,1.0,1.0,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_riad_Oulfa_54906629.htm,,,Low floor,Budget,Unknown,Casablanca | Oulfa,1,0,1,1,1,0,0,0
VENTE DIRECTE SUPERBES APPARTEMENTS,860000.0,Casablanca,Hay Hassani,78.0,2.0,2.0,2.0,,https://www.avito.ma/fr/hay_hassani/appartements/VENTE_DIRECTE_SUPERBES_APPARTEMENTS_57279893.htm,11025.64,,Low floor,Mid-range,Medium,Casablanca | Hay Hassani,1,1,1,1,1,0,0,0
appartement à vendre,1200000.0,Tanger,Aida,97.0,3.0,2.0,5.0,,https://www.avito.ma/fr/aida/appartements/appartement_%C3%A0_vendre_57758453.htm,12371.13,,Mid floor,Upper mid-range,Medium,Tanger | Aida,1,1,1,1,1,0,0,0
Appartement meublé à vendre azzouzia bon état,550000.0,Marrakech,Azzouzia,,2.0,1.0,1.0,,https://www.avito.ma/fr/azzouzia/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_azzouzia_bon_%C3%A9tat_57530728.htm,,,Low floor,Mid-range,Unknown,Marrakech | Azzouzia,1,0,1,1,1,0,0,0
Studio à vendre,1083000.0,Agadir,Haut-Founty,57.0,1.0,1.0,2.0,,https://www.avito.ma/fr/haut_founty/appartements/Studio_%C3%A0_vendre_57803904.htm,19000.0,,Low floor,Upper mid-range,Medium,Agadir | Haut-Founty,1,1,1,1,1,0,0,0
Appartement haut standing 138 m2 Al Maz,1650000.0,Casablanca,Almaz,138.0,4.0,3.0,3.0,,https://www.avito.ma/fr/almaz/appartements/Appartement_haut_standing_138_m2_Al_Maz_57600486.htm,11956.52,,Mid floor,Upper mid-range,Large,Casablanca | Almaz,1,1,1,1,1,0,0,0
Appartements à vendre,870000.0,Agadir,Hay Mohammadi,66.0,2.0,2.0,2.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartements_%C3%A0_vendre_56596790.htm,13181.82,,Low floor,Mid-range,Medium,Agadir | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement 74 m² ascenseur syndic déclaration totale,555000.0,Tanger,Tanja Balia,74.0,2.0,1.0,3.0,,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_74_m%C2%B2_ascenseur_syndic_d%C3%A9claration_totale_57842892.htm,7500.0,,Mid floor,Mid-range,Medium,Tanger | Tanja Balia,1,1,1,1,1,0,0,0
Appartements à vendre,2800000.0,Agadir,Haut-Founty,150.0,3.0,3.0,5.0,,https://www.avito.ma/fr/haut_founty/appartements/Appartements_%C3%A0_vendre_57804087.htm,18666.67,,Mid floor,Premium,Very large,Agadir | Haut-Founty,1,1,1,1,1,0,0,0
Appartement à vendre 104m² Amanar à Agadir,1456000.0,Agadir,Centre Ville,104.0,3.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_104m%C2%B2_Amanar_%C3%A0_Agadir_56449553.htm,14000.0,,Low floor,Upper mid-range,Large,Agadir | Centre Ville,1,1,1,1,1,0,0,0
Appartement à vendre rue Royal Army,1500000.0,Tétouan,Centre Ville,150.0,3.0,2.0,8.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_rue_Royal_Army_55897749.htm,10000.0,,High floor,Upper mid-range,Very large,Tétouan | Centre Ville,1,1,1,1,1,0,0,0
Appartement à vendre 88 m² à Dar Bouazza,1200000.0,Dar Bouazza,Toute la ville,88.0,2.0,2.0,1.0,,https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Dar_Bouazza_57569111.htm,13636.36,,Low floor,Upper mid-range,Medium,Dar Bouazza | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre,650000.0,Agadir,Tilila,67.0,2.0,2.0,4.0,,https://www.avito.ma/fr/tilila/appartements/Appartement_%C3%A0_vendre_54361310.htm,9701.49,,Mid floor,Mid-range,Medium,Agadir | Tilila,1,1,1,1,1,0,0,0
Appart.H.ST 87m2 Hay.chrifa près Bd qods,1000000.0,Casablanca,Hay Chrifa,87.0,3.0,2.0,0.0,,https://www.avito.ma/fr/hay_chrifa/appartements/Appart_H_ST_87m2_Hay_chrifa_pr%C3%A8s_Bd_qods_56164330.htm,11494.25,,Ground floor,Upper mid-range,Medium,Casablanca | Hay Chrifa,1,1,1,1,1,0,1,0
Grand Appartement Mhamid Avenue Nakhil,820000.0,Marrakech,M'Hamid,126.0,2.0,2.0,2.0,,https://www.avito.ma/fr/m_hamid/appartements/Grand_Appartement_Mhamid_Avenue_Nakhil_57161563.htm,6507.94,,Low floor,Mid-range,Large,Marrakech | M'Hamid,1,1,1,1,1,0,0,0
"Appartement ""Soumi Vini"" dans un quartier chic près de la mosquée et sans intérêt",380000.0,Benslimane,Autre Secteur,126.0,3.0,1.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement__Soumi_Vini__dans_un_quartier_chic_pr%C3%A8s_de_la_mosqu%C3%A9e_et_sans_int%C3%A9r%C3%AAt_57737989.htm,3015.87,,Low floor,Budget,Large,Benslimane | Autre Secteur,1,1,1,1,1,0,0,0
Appartement à vendre 147 m² à Bd Fouaratte Casa.,1200000.0,Casablanca,Hay Mohammadi,147.0,4.0,3.0,2.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_147_m%C2%B2_%C3%A0_Bd_Fouaratte_Casa__56185859.htm,8163.27,,Low floor,Upper mid-range,Large,Casablanca | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement avec jacuzzi à vendre à Prestigia,2300000.0,Marrakech,Autre Secteur,,2.0,2.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_avec_jacuzzi_%C3%A0_vendre_%C3%A0_Prestigia_57660982.htm,,,Low floor,Premium,Unknown,Marrakech | Autre Secteur,1,0,1,1,1,0,0,0
Appartement à vendre 54 m² à Casablanca,500000.0,Casablanca,Oulfa,54.0,2.0,1.0,3.0,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_54903537.htm,9259.26,,Mid floor,Mid-range,Medium,Casablanca | Oulfa,1,1,1,1,1,0,0,0
Appartements à vendre,980000.0,Agadir,Hay Mohammadi,75.0,2.0,2.0,2.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartements_%C3%A0_vendre_56596742.htm,13066.67,,Low floor,Mid-range,Medium,Agadir | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement vue mer Anza Miftah Sahil meublé,1200000.0,Agadir,Anza,60.0,1.0,1.0,3.0,,https://www.avito.ma/fr/anza/appartements/Appartement_vue_mer_Anza_Miftah_Sahil_meubl%C3%A9_57729148.htm,20000.0,,Mid floor,Upper mid-range,Medium,Agadir | Anza,1,1,1,1,1,0,0,0
Appartement à vendre 155m² à Agdal,3400000.0,Rabat,Agdal,155.0,3.0,2.0,3.0,,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_155m%C2%B2_%C3%A0_Agdal_50898518.htm,21935.48,,Mid floor,Premium,Very large,Rabat | Agdal,1,1,1,1,1,0,0,0
Appartement à vendre 129 m² à Casablanca,1700000.0,Casablanca,Almaz,146.0,3.0,3.0,1.0,,https://www.avito.ma/fr/almaz/appartements/Appartement_%C3%A0_vendre_129_m%C2%B2_%C3%A0_Casablanca_57503328.htm,11643.84,,Low floor,Upper mid-range,Large,Casablanca | Almaz,1,1,1,1,1,0,0,0
Appartement titré à vendre 28 millions,,Salé,Sidi Moussa,48.0,1.0,1.0,2.0,,https://www.avito.ma/fr/sidi_moussa/appartements/Appartement_titr%C3%A9_%C3%A0_vendre_28_millions_57842872.htm,,,Low floor,Unknown,Small,Salé | Sidi Moussa,0,1,1,1,1,0,0,0
Appartement à vendre 123 m² à Casablanca,1780000.0,Casablanca,Abdelmoumen,123.0,3.0,2.0,1.0,,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_Casablanca_55242385.htm,14471.54,,Low floor,Upper mid-range,Large,Casablanca | Abdelmoumen,1,1,1,1,1,0,0,0
Appartement à vendre 73m² La Perle Bleue à Dakhla,581625.0,Dakhla,Toute la ville,73.0,3.0,1.0,1.0,,https://www.avito.ma/fr/dakhla/appartements/Appartement_%C3%A0_vendre_73m%C2%B2_La_Perle_Bleue_%C3%A0_Dakhla_56420853.htm,7967.47,,Low floor,Mid-range,Medium,Dakhla | Toute la ville,1,1,1,1,1,0,0,0
Appartements à vendre,1220000.0,Agadir,Hay Mohammadi,107.0,3.0,2.0,0.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartements_%C3%A0_vendre_57272868.htm,11401.87,,Ground floor,Upper mid-range,Large,Agadir | Hay Mohammadi,1,1,1,1,1,0,1,0
"Appartement à vendre au quatrième étage, excellent emplacement",395000.0,Bouznika,Autre Secteur,56.0,2.0,1.0,4.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_au_quatri%C3%A8me_%C3%A9tage__excellent_emplacement_57210053.htm,7053.57,,Mid floor,Budget,Medium,Bouznika | Autre Secteur,1,1,1,1,1,0,0,0
Appartement Massira 1 Ahbass 4ème étage,780000.0,Marrakech,Massira 1,113.0,2.0,1.0,4.0,,https://www.avito.ma/fr/massira_1/appartements/Appartement_Massira_1_Ahbass_4%C3%A8me_%C3%A9tage_57648339.htm,6902.65,,Mid floor,Mid-range,Large,Marrakech | Massira 1,1,1,1,1,1,0,0,0
Appartement à vendre 165 m² à Casablanca,3500000.0,Casablanca,Racine,176.0,3.0,3.0,4.0,,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_165_m%C2%B2_%C3%A0_Casablanca_57627551.htm,19886.36,,Mid floor,Premium,Very large,Casablanca | Racine,1,1,1,1,1,0,0,0
Appartement à vendre105m²Les Jardins de la Coupole,1369592.0,Agadir,Av Mokawama,105.0,4.0,1.0,3.0,,https://www.avito.ma/fr/av_mokawama/appartements/Appartement_%C3%A0_vendre105m%C2%B2Les_Jardins_de_la_Coupole_56420860.htm,13043.73,,Mid floor,Upper mid-range,Large,Agadir | Av Mokawama,1,1,1,1,1,0,0,0
Appartement 140m² à Vendre -Quartier Administratif,1700000.0,Tanger,Administratif,140.0,3.0,1.0,9.0,,https://www.avito.ma/fr/administratif/appartements/Appartement_140m%C2%B2_%C3%A0_Vendre__Quartier_Administratif_57569778.htm,12142.86,,High floor,Upper mid-range,Large,Tanger | Administratif,1,1,1,1,1,0,0,0
Appartement Ensoleillé à vendre 50 m² à Tamensourt,295000.0,Tamensourt,Toute la ville,50.0,1.0,1.0,0.0,,https://www.avito.ma/fr/tamensourt/appartements/Appartement_Ensoleill%C3%A9_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Tamensourt_57744621.htm,5900.0,,Ground floor,Budget,Medium,Tamensourt | Toute la ville,1,1,1,1,1,0,1,0
Appartement de 110 m² à vendre à Castilla – Tanger,1150000.0,Tanger,Castilla,110.0,2.0,1.0,2.0,,https://www.avito.ma/fr/castilla/appartements/Appartement_de_110_m%C2%B2_%C3%A0_vendre_%C3%A0_Castilla___Tanger_57671885.htm,10454.55,,Low floor,Upper mid-range,Large,Tanger | Castilla,1,1,1,1,1,0,0,0
Appartement à vendre 136 m² à Marrakech,1500000.0,Marrakech,Victor Hugo,136.0,3.0,2.0,1.0,,https://www.avito.ma/fr/victor_hugo/appartements/Appartement_%C3%A0_vendre_136_m%C2%B2_%C3%A0_Marrakech_57568134.htm,11029.41,,Low floor,Upper mid-range,Large,Marrakech | Victor Hugo,1,1,1,1,1,0,0,0
